,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
13812,ELEC,AUSTIN HQ STATION 1,4200 Smith School Dr,,Austin,TX,78744,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.192647,-97.714329,2023-10-30,99789,2023-10-30 00:22:53 UTC,,,,2018-07-18,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
13923,ELEC,7EAST 7EAST1,2025 E 7th St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.261602,-97.719623,2023-10-30,100327,2023-10-30 00:25:46 UTC,,,,2018-08-10,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14388,ELEC,The Linc - Tesla Supercharger,6406 N. Interstate 35 Frontage Road,,Austin,TX,78752,,877-798-3752,E,,Public,24 hours daily,,,,,,,8.0,,Tesla,https://www.tesla.com/supercharger,GPS,30.329275,-97.706259,2023-07-01,102424,2023-07-14 19:41:28 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14682,ELEC,PIE AE PUBDITTMAR1,1009 W Dittmar Rd,,Austin,TX,78745,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.185298,-97.801157,2023-10-30,103872,2023-10-30 00:26:12 UTC,,,,2018-10-05,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14683,ELEC,PIE AE CONVENTION CTR3,201 E 2nd St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.26351,-97.742302,2023-10-30,103874,2023-10-30 00:26:10 UTC,,,,2018-10-05,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14684,ELEC,PIE AE CONVENTION CTR1,201 E 2nd St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.263529,-97.742431,2023-10-30,103875,2023-10-30 00:26:10 UTC,,,,2018-10-05,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14685,ELEC,PIE AE NWRECCENTER 1,2913 Marilyn Dr,,Austin,TX,78757,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.33403,-97.751448,2023-10-30,103877,2023-10-30 00:26:10 UTC,,,,2018-10-05,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14687,ELEC,PIE AE NWRECCENTER 4,2913 Northland Dr,,Austin,TX,78757,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.333969,-97.751358,2023-10-30,103879,2023-10-30 00:26:07 UTC,,,,2018-10-05,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14688,ELEC,PIE AE PUB M STATION 1,2906 E Martin Luther King Jr Blvd,,Austin,TX,78702,,888-758-4389,T,2023-10-22,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.283043,-97.707983,2023-10-30,103880,2023-10-30 00:26:05 UTC,,,,2018-10-05,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14689,ELEC,PIE AE ROSEWOOD PARK1,1182 N Pleasant Valley Rd Rosewood Neighborho,,Austin,TX,78702,,888-758-4389,T,2023-10-30,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.271704,-97.713959,2023-10-30,103881,2023-10-30 00:26:05 UTC,,,,2018-10-05,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14690,ELEC,PIE AE ANIMAL SERVICE5,7201 Levander Loop,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.251587,-97.690788,2023-10-30,103882,2023-10-30 00:26:00 UTC,,,,2018-10-05,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14691,ELEC,PIE AE ANIMAL SERVICE3,7201 Levander Loop,,Austin,TX,78721,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.251538,-97.690807,2023-10-30,103883,2023-10-30 00:25:59 UTC,,,,2018-10-05,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14784,ELEC,4THANDCHARGE STATION1,1806 E 4th St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.260355,-97.723548,2023-10-30,104174,2023-10-30 00:22:10 UTC,,,,2018-10-16,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14785,ELEC,4THANDCHARGE STATION 5,1800 E 4th St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.260389,-97.724234,2023-10-30,104175,2023-10-30 00:22:21 UTC,,,,2018-10-16,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14858,ELEC,PARK PLAZA STATION2,115 Sandra muraida way,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.267321,-97.754548,2023-10-30,104346,2023-10-30 00:26:00 UTC,,,,2018-10-24,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14883,ELEC,PIE AE HOWSONBRCHLIBR1,2500 Exposition Blvd,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.298412,-97.767959,2023-10-30,104461,2023-10-30 00:26:04 UTC,,,,2018-11-01,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
15018,ELEC,CITY VIEW STATION2,1120 S Capital of Texas Hwy,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.283044,-97.824902,2023-10-30,104959,2023-10-30 00:26:34 UTC,,,,2018-11-28,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
15090,ELEC,NATIONAL INSTRU 23&24;,11500B N Mopac Expy,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.407286,-97.727058,2023-10-30,105211,2023-10-30 00:25:40 UTC,,,,2018-12-12,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
15106,ELEC,1023HOLDING LLC SPRINGDALE GEN,1023 Springdale Rd,,Austin,TX,78721,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.26751,-97.693652,2023-10-30,105327,2023-10-30 00:26:34 UTC,,,,2018-12-15,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
17869,ELEC,Lone Star Court - Tesla Destination,10901 Domain Dr,,Austin,TX,78758,,512-814-2625  877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.395197,-97.726426,2022-10-06,115631,2023-01-18 15:15:20 UTC,P,,,2015-04-07,,,,,J1772 TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17870,ELEC,Kimber Modern - Tesla Destination,110 The Circle,,Austin,TX,78704,,512-912-1046  877-798-3752,E,,Public,,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.250091,-97.74843,2022-10-06,115632,2023-01-18 15:15:20 UTC,P,,,2016-08-31,,,,,TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17871,ELEC,Homewood Suites Austin/ Tech Ridge - Tesla Destination,13001 Center Lake Dr,,Austin,TX,78753,,512-989-1100  877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.408205,-97.666596,2022-10-06,115635,2023-01-18 15:15:20 UTC,P,,,2015-12-03,,,,,TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17872,ELEC,Fairfield Inn & Suites by Marriott Austin - Tesla Destination,13087 N Research Blvd,,Austin,TX,78750,,512-258-4100  877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.440841,-97.779967,2022-10-06,115636,2023-01-18 15:15:20 UTC,P,,,2017-03-17,,,,,J1772 TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17873,ELEC,Hotel San Jose - Tesla Destination,1316 S Congress Ave,,Austin,TX,78704,,512-852-2350  877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.250541,-97.749422,2022-10-06,115637,2023-01-18 15:15:20 UTC,P,,,2017-02-23,,,,,J1772 TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17874,ELEC,Travaasa Austin Resort & Spa - Tesla Destination,13500 Farm to Market Rd 2769,,Austin,TX,78726,,512-258-7243  877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.44599,-97.868845,2022-10-06,115638,2023-01-18 15:15:20 UTC,P,,,2015-03-05,,,,,J1772 TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17875,ELEC,Lake Austin Spa Resort - Tesla Destination,1705 S Quinlan Park Rd,,Austin,TX,78732,,512-372-7300  877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.3272668,-97.9254155,2022-10-06,115639,2023-01-18 15:15:20 UTC,P,,,2014-12-11,,,,,J1772 TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17876,ELEC,Hotel Ella - Tesla Destination,1900 Rio Grande St,,Austin,TX,78705,,512-495-1800  877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.283018,-97.745736,2022-10-06,115641,2023-01-18 15:15:20 UTC,P,,,2014-11-18,,,,,TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17877,ELEC,W Austin Hotel & Residences - Tesla Destination,200 Lavaca St,,Austin,TX,78701,,512-542-3600  877-798-3752,E,,Public,,,,,,,6.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.265397,-97.746566,2022-10-06,115642,2023-01-18 15:15:20 UTC,P,,,2015-01-23,,,,,TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17878,ELEC,Hyatt Regency Austin - Tesla Destination,208 Barton Springs Rd,,Austin,TX,78704,,512-477-1234  877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,30.259012,-97.747352,2022-10-06,115643,2023-01-18 15:15:20 UTC,P,,,2014-06-25,,,,,TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17879,ELEC,Home2 Suites by Hilton Austin North - Tesla Destination,2800 Esperanza Crossing,,Austin,TX,78758,,512-339-2400  877-798-3752,E,,Public,,,,,,,5.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.398309,-97.719381,2022-10-06,115644,2023-01-18 15:15:20 UTC,P,,,2016-05-02,,,,,J1772 TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17880,ELEC,Austin Terrier - Tesla Destination,3435 Greystone Dr,,Austin,TX,78731,,512-369-3751  877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.357106,-97.74863,2022-10-06,115645,2023-01-18 15:15:20 UTC,P,,,2016-11-28,,,,,J1772 TESLA,US,,,,Public,,Public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17882,ELEC,Atlantic Aviation - Austin - Tesla Destination,4309 Emma Browning Ave,,Austin,TX,78719,,512-382-8810  877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.188007,-97.663024,2022-10-06,115647,2023-01-18 15:15:20 UTC,P,,,2016-05-02,,,,,J1772 TESLA,US,,,,Public,,Public,,,AIRPORT,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17883,ELEC,TownePlace Suites Austin Round Rock - Tesla Destination,541 Parker Dr,,Austin,TX,78728,,512-255-0600  877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.477825,-97.680383,2022-10-06,115648,2023-01-18 15:15:20 UTC,P,,,2018-05-10,,,,,TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17884,ELEC,Kimpton Hotel Van Zandt - Tesla Destination,605 Davis St,,Austin,TX,78701,,512-542-5300  877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.259977,-97.739149,2022-10-06,115649,2023-01-18 15:15:20 UTC,P,,,2017-04-04,,,,,TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17885,ELEC,InterContinental Stephen F Austin Hotel - Tesla Destination,701 Congress Ave,,Austin,TX,78701,,512-457-8800  877-798-3752,E,,Public,,,,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.269491,-97.742266,2022-10-06,115650,2023-01-18 15:15:20 UTC,P,,,2015-08-31,,,,,J1772 TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17886,ELEC,Rudy's Country Store and BBQ Austin - Tesla Destination,7709 Ranch Rd 620,,Austin,TX,78732,,512-250-8002  877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,30.410666,-97.849318,2022-10-06,115651,2023-01-18 15:15:20 UTC,P,,,2016-02-16,,,,,J1772 TESLA,US,,,,Public,,Public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17887,ELEC,Omni Barton Creek Resort - Tesla Destination,8212 Barton Club Dr,,Austin,TX,78735,,512-329-4000  877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.291085,-97.858717,2022-10-06,115652,2023-01-18 15:15:20 UTC,P,,,2016-04-07,,,,,J1772 TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17888,ELEC,Renaissance Austin Hotel - Tesla Destination,9721 Arboretum Blvd,,Austin,TX,78759,,512-343-2626  877-798-3752,E,,Public,,,,,,,5.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.392202,-97.750038,2022-10-06,115655,2023-01-18 15:15:20 UTC,P,,,2018-05-07,,,,,J1772 TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17889,ELEC,Four Seasons Hotel Austin - Tesla Destination,98 San Jacinto Blvd,,Austin,TX,78701,,512-475-4500  877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.26197,-97.742421,2022-10-06,115656,2023-01-18 15:15:20 UTC,P,,,2015-11-03,,,,,J1772 TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17890,ELEC,Westin Austin Downtown - Tesla Destination,310 E 5th St,,Austin,TX,78701,,512-391-2333  877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.26662,-97.740375,2022-10-06,115658,2023-01-18 15:15:20 UTC,P,,,2017-09-08,,,,,TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
17903,ELEC,La Quinta Inn & Suites Austin - Cedar Park - Tesla Destination,1010 E Whitestone Blvd,,Cedar Park,TX,78613,,512-528-9300  877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.524131,-97.817548,2022-10-06,115677,2023-01-18 15:15:20 UTC,P,,,2017-10-31,,,,,J1772 TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
18033,ELEC,Home2 Suites by Hilton Round Rock - Tesla Destination,1000 W Louis Henna Blvd,,Round Rock,TX,78681,,512-255-7000  877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.479799,-97.686671,2022-10-06,115818,2023-01-18 15:15:20 UTC,P,,,2016-01-11,,,,,TESLA,US,,,,Public,,Public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
18071,ELEC,Whisper Valley Amenity and Discovery Center - Tesla Destination,9400 Petrichor Blvd,,Whisper Valley,TX,78653,,512-615-8819  877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.293072,-97.555372,2022-10-06,115858,2023-01-18 15:15:20 UTC,P,,,2017-10-10,,,,,TESLA,US,,,,Public,,Public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
18758,ELEC,835 CHARGER STATION1,800 W 6th St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.270815,-97.750664,2023-10-30,117704,2023-10-30 00:27:48 UTC,,,,2019-02-06,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
18900,ELEC,PIE AE SMART CHARGE 1,2016 Centimeter Cir,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.381571,-97.713503,2023-10-30,119022,2023-10-30 00:28:35 UTC,,,,2019-03-08,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
18941,ELEC,1801 E 6TH AUSTIN 1801 1,1805 E 6th St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.261687,-97.723468,2023-10-30,120860,2023-10-30 00:28:49 UTC,,,,2019-03-15,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
19020,ELEC,PIE AE PUBLIFEWORKSST1,835 N Pleasant Valley Rd,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.264685,-97.707837,2023-10-30,121125,2023-10-30 00:28:10 UTC,,,,2019-04-03,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
19025,ELEC,AVIATION 5TH FLOOR,3201 Presidential Blvd,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.204665,-97.669632,2023-10-30,121218,2023-10-30 00:31:58 UTC,,,,2019-04-05,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
19256,ELEC,Round Rock Premium Outlets,4401 N. I-35,,Round Rock,TX,78664,,833-632-2778,E,,Public,24 hours daily,,,,,,,10.0,,Electrify America,https://www.electrifyamerica.com/,GPS,30.56638,-97.6916,2023-10-30,121841,2023-10-30 01:19:38 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
19613,ELEC,Aloft Austin Northwest - Tesla Destination,14020 US Hwy 183,,Austin,TX,78717,,512-219-0267  877-798-3752,E,,Public,,,,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.475146,-97.801817,2022-10-06,122549,2023-01-18 15:15:20 UTC,P,,,2018-06-05,,,,,TESLA,US,,,,Public,,Public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
19614,ELEC,Lantana Place - Tesla Destination,7415 Southwest Pkwy,,Austin,TX,78735,,512-572-0770  877-798-3752,E,,Public,,,,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.256871,-97.872615,2022-10-06,122550,2023-01-18 15:15:20 UTC,P,,,2018-10-17,,,,,TESLA,US,,,,Public,,Public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
19615,ELEC,North Austin Rock Gym - Tesla Destination,8300 N Lamar Blvd,,Austin,TX,78753,,512-416-9299  877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.352669,-97.70974,2022-10-06,122551,2023-01-18 15:15:20 UTC,P,,,2015-04-27,,,,,TESLA,US,,,,Public,,Public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
19616,ELEC,Luxury Auto Works - Tesla Destination,8300 N Lamar Blvd,,Austin,TX,78753,,512-740-6983  877-798-3752,E,,Public,,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.352052,-97.708054,2022-10-06,122552,2023-01-18 15:15:20 UTC,P,,,2015-04-28,,,,,TESLA,US,,,,Public,,Public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
19627,ELEC,Rudy's Country Store & BBQ Round Rock - Tesla Destination,2400 N Interstate Hwy 35,,Round Rock,TX,78681,,512-244-2936  877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.536496,-97.693784,2022-10-06,122565,2023-01-18 15:15:20 UTC,P,,,2016-02-16,,,,,J1772 TESLA,US,,,,Public,,Public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
19647,ELEC,THE CLARK THE CLARK 2,1301 W 5th St,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.271779,-97.759735,2023-10-30,122615,2023-10-30 00:29:28 UTC,,,,2019-05-04,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
19648,ELEC,THE CLARK THE CLARK 1,1301 W 5th St,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.271829,-97.759647,2023-10-30,122618,2023-10-30 00:26:03 UTC,,,,2019-05-04,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
20095,ELEC,16 OAKVILLE APTS,7011 W Parmer Ln,,Austin,TX,78729,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.450758,-97.749282,2023-10-30,123620,2023-10-30 00:30:30 UTC,,,,2019-06-08,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
20446,ELEC,PIE AE TECHNICENTER1,4101 Ed Bluestein Blvd,,Austin,TX,78721,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.276909,-97.666756,2023-10-30,143332,2023-10-30 00:31:34 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
20467,ELEC,BRANDYWINE AUST FOUR POINTS 2,11120 4 Points Dr,,Austin,TX,78726,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.405365,-97.848098,2023-10-30,143375,2023-10-30 00:31:26 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
20515,ELEC,ACC-AE RIO GRANDE GAR2,824 W 12th St,,Austin,TX,78701,,888-758-4389,T,2023-09-10,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.276423,-97.749389,2023-10-30,143470,2023-10-30 00:30:58 UTC,,,,2019-08-15,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
20547,ELEC,BLOCK 24 STATION 1,301 West Avenue,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.267965,-97.75092,2023-10-30,143530,2023-10-30 00:30:39 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
20578,ELEC,COPELAND STATION1,2511 W Braker Ln,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.389507,-97.718895,2023-10-30,143583,2023-10-30 00:29:13 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
